HCPCS,LongDesc,SimCode,Sim_LongDesc
66987,"Extracapsular cataract removal with insertion of intraocular lens prosthesis (1-stage procedure), manual or mechanical technique (eg, irrigation and aspiration or phacoemulsification), complex, requiring devices or techniques not generally used in routine cataract surgery (eg, iris expansion device, suture support for intraocular lens, or primary posterior capsulorrhexis) or performed on patients in the amblyogenic developmental stage; with endoscopic cyclophotocoagulation",,
66988,"Extracapsular cataract removal with insertion of intraocular lens prosthesis (1 stage procedure), manual or mechanical technique (eg, irrigation and aspiration or phacoemulsification); with endoscopic cyclophotocoagulation",,
74221,"Radiologic examination, esophagus, including scout chest radiograph(s) and delayed image(s), when performed; double-contrast (eg, high-density barium and effervescent agent) study",,
74248,"Radiologic small intestine follow-through study, including multiple serial images (List separately in addition to code for primary procedure for upper GI radiologic examination)",,
78429,"Myocardial imaging, positron emission tomography (PET), metabolic evaluation study (including ventricular wall motion[s] and/or ejection fraction[s], when performed), single study; with concurrently acquired computed tomography transmission scan",,
78430,"Myocardial imaging, positron emission tomography (PET), perfusion study (including ventricular wall motion[s] and/or ejection fraction[s], when performed); single study, at rest or stress (exercise or pharmacologic), with concurrently acquired computed tomography transmission scan",,
78431,"Myocardial imaging, positron emission tomography (PET), perfusion study (including ventricular wall motion[s] and/or ejection fraction[s], when performed); multiple studies at rest and stress (exercise or pharmacologic), with concurrently acquired computed tomography transmission scan",,
78432,"Myocardial imaging, positron emission tomography (PET), combined perfusion with metabolic evaluation study (including ventricular wall motion[s] and/or ejection fraction[s], when performed), dual radiotracer (eg, myocardial viability)",,
78433,"Myocardial imaging, positron emission tomography (PET), combined perfusion with metabolic evaluation study (including ventricular wall motion[s] and/or ejection fraction[s], when performed), dual radiotracer (eg, myocardial viability); with concurrently acquired computed tomography transmission scan",,
78434,"Absolute quantitation of myocardial blood flow (AQMBF), positron emission tomography (PET), rest and pharmacologic stress (List separately in addition to code for primary procedure)",,
78830,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT) with concurrently acquired computed tomography (CT) transmission scan for anatomical review, localization and determination/detection of pathology, single area (eg, head, neck, chest, pelvis), single day imaging",,
78831,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT), minimum 2 areas (eg, pelvis and knees, abdomen and pelvis), single day imaging, or single area imaging over 2 or more days",,
78832,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT) with concurrently acquired computed tomography (CT) transmission scan for anatomical review, localization and determination/detection of pathology, minimum 2 areas (eg, pelvis and knees, abdomen and pelvis), single day imaging, or single area imaging over 2 or more days",,
78835,Radiopharmaceutical quantification measurement(s) single area (List separately in addition to code for primary procedure),,
80145,Adalimumab,,
80187,Posaconazole,,
80230,Infliximab,,
80235,Lacosamide,,
80280,Vedolizumab,,
80285,Voriconazole,,
81277,"Cytogenomic neoplasia (genome-wide) microarray analysis, interrogation of genomic regions for copy number and loss-of-heterozygosity variants for chromosomal abnormalities",,
81307,"PALB2 (partner and localizer of BRCA2) (eg, breast and pancreatic cancer) gene analysis; full gene sequence",,
81308,"PALB2 (partner and localizer of BRCA2) (eg, breast and pancreatic cancer) gene analysis; known familial variant",,
81309,"PIK3CA (phosphatidylinositol-4, 5-biphosphate 3-kinase, catalytic subunit alpha) (eg, colorectal and breast cancer) gene analysis, targeted sequence analysis (eg, exons 7, 9, 20)",,
81522,"Oncology (breast), mRNA, gene expression profiling by RT-PCR of 12 genes (8 content and 4 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence risk score",,
81542,"Oncology (prostate), mRNA, microarray gene expression profiling of 22 content genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as metastasis risk score",,
81552,"Oncology (uveal melanoma), mRNA, gene expression profiling by real-time RT-PCR of 15 genes (12 content and 3 housekeeping), utilizing fine needle aspirate or formalin-fixed paraffin-embedded tissue, algorithm reported as risk of metastasis",,
87563,"Infectious agent detection by nucleic acid (DNA or RNA); Mycoplasma genitalium, amplified probe technique",,
90912,"Biofeedback training, perineal muscles, anorectal or urethral sphincter, including EMG and/or manometry, when performed; initial 15 minutes of one-on-one physician or other qualified health care professional contact with the patient",,
90913,"Biofeedback training, perineal muscles, anorectal or urethral sphincter, including EMG and/or manometry, when performed; each additional 15 minutes of one-on-one physician or other qualified health care professional contact with the patient (List separately in addition to code for primary procedure)",,
92201,"Ophthalmoscopy, extended; with retinal drawing and scleral depression of peripheral retinal disease (eg, for retinal tear, retinal detachment, retinal tumor) with interpretation and report, unilateral or bilateral",,
92202,"Ophthalmoscopy, extended; with drawing of optic nerve or macula (eg, for glaucoma, macular pathology, tumor) with interpretation and report, unilateral or bilateral",,
92549,"Computerized dynamic posturography sensory organization test (CDP-SOT), 6 conditions (ie, eyes open, eyes closed, visual sway, platform sway, eyes closed platform sway, platform and visual sway), including interpretation and report; with motor control test (MCT) and adaptation test (ADT)",,
93356,Myocardial strain imaging using speckle tracking-derived assessment of myocardial mechanics (List separately in addition to codes for echocardiography imaging),,
93985,Duplex scan of arterial inflow and venous outflow for preoperative vessel assessment prior to creation of hemodialysis access; complete bilateral study,,
93986,Duplex scan of arterial inflow and venous outflow for preoperative vessel assessment prior to creation of hemodialysis access; complete unilateral study,,
95700,"Electroencephalogram (EEG) continuous recording, with video when performed, setup, patient education, and takedown when performed, administered in person by EEG technologist, minimum of 8 channels",,
95705,"Electroencephalogram (EEG), without video, review of data, technical description by EEG technologist, 2-12 hours; unmonitored",,
95706,"Electroencephalogram (EEG), without video, review of data, technical description by EEG technologist, 2-12 hours; with intermittent monitoring and maintenance",,
95707,"Electroencephalogram (EEG), without video, review of data, technical description by EEG technologist, 2-12 hours; with continuous, real-time monitoring and maintenance",,
95708,"Electroencephalogram (EEG), without video, review of data, technical description by EEG technologist, each increment of 12-26 hours; unmonitored",,
95709,"Electroencephalogram (EEG), without video, review of data, technical description by EEG technologist, each increment of 12-26 hours; with intermittent monitoring and maintenance",,
95710,"Electroencephalogram (EEG), without video, review of data, technical description by EEG technologist, each increment of 12-26 hours; with continuous, real-time monitoring and maintenance",,
95711,"Electroencephalogram with video (VEEG), review of data, technical description by EEG technologist, 2-12 hours; unmonitored",,
95712,"Electroencephalogram with video (VEEG), review of data, technical description by EEG technologist, 2-12 hours; with intermittent monitoring and maintenance",,
95713,"Electroencephalogram with video (VEEG), review of data, technical description by EEG technologist, 2-12 hours; with continuous, real-time monitoring and maintenance",,
95714,"Electroencephalogram with video (VEEG), review of data, technical description by EEG technologist, each increment of 12-26 hours; unmonitored",,
95715,"Electroencephalogram with video (VEEG), review of data, technical description by EEG technologist, each increment of 12-26 hours; with intermittent monitoring and maintenance",,
95716,"Electroencephalogram with video (VEEG), review of data, technical description by EEG technologist, each increment of 12-26 hours; with continuous, real-time monitoring and maintenance",,
95717,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation and report, 2-12 hours of EEG recording; without video",,
95718,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation and report, 2-12 hours of EEG recording; with video (VEEG)",,
95719,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, each increment of greater than 12 hours, up to 26 hours of EEG recording, interpretation and report after each 24-hour period; without video",,
95720,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, each increment of greater than 12 hours, up to 26 hours of EEG recording, interpretation and report after each 24-hour period; with video (VEEG)",,
95721,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation, and summary report, complete study; greater than 36 hours, up to 60 hours of EEG recording, without video",,
95722,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation, and summary report, complete study; greater than 36 hours, up to 60 hours of EEG recording, with video (VEEG)",,
95723,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation, and summary report, complete study; greater than 60 hours, up to 84 hours of EEG recording, without video",,
95724,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation, and summary report, complete study; greater than 60 hours, up to 84 hours of EEG recording, with video (VEEG)",,
95725,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation, and summary report, complete study; greater than 84 hours of EEG recording, without video",,
95726,"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation, and summary report, complete study; greater than 84 hours of EEG recording, with video (VEEG)",,
96156,"Health behavior assessment, or re-assessment (ie, health-focused clinical interview, behavioral observations, clinical decision making)",,
96158,"Health behavior intervention, individual, face-to-face; initial 30 minutes",,
96159,"Health behavior intervention, individual, face-to-face; each additional 15 minutes (List separately in addition to code for primary service)",,
96164,"Health behavior intervention, group (2 or more patients), face-to-face; initial 30 minutes",,
96165,"Health behavior intervention, group (2 or more patients), face-to-face; each additional 15 minutes (List separately in addition to code for primary service)",,
96167,"Health behavior intervention, family (with the patient present), face-to-face; initial 30 minutes",,
96168,"Health behavior intervention, family (with the patient present), face-to-face; each additional 15 minutes (List separately in addition to code for primary service)",,
96170,"Health behavior intervention, family (without the patient present), face-to-face; initial 30 minutes",,
96171,"Health behavior intervention, family (without the patient present), face-to-face; each additional 15 minutes (List separately in addition to code for primary service)",,
97129,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; initial 15 minutes",,
97130,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; each additional 15 minutes (List separately in addition to code for primary procedure)",,
98970,"Qualified nonphysician health care professional online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 5-10 minutes",,
98971,"Qualified nonphysician health care professional online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 11-20 minutes",,
98972,"Qualified nonphysician health care professional online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 21 or more minutes",,
99421,"Online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 5-10 minutes",,
99422,"Online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 11-20 minutes",,
99423,"Online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 21 or more minutes",,
99458,"Remote physiologic monitoring treatment management services, clinical staff/physician/other qualified health care professional time in a calendar month requiring interactive communication with the patient/caregiver during the month; each additional 20 minutes (List separately in addition to code for primary procedure)",,
99473,Self-measured blood pressure using a device validated for clinical accuracy; patient education/training and device calibration,,
99474,"Self-measured blood pressure using a device validated for clinical accuracy; separate self-measurements of two readings one minute apart, twice daily over a 30-day period (minimum of 12 readings), collection of data reported by the patient and/or caregiver to the physician or other qualified health care professional, with report of average systolic and diastolic pressures and subsequent communication of a treatment plan to the patient",,
0563T,"Evacuation of meibomian glands, using heat delivered through wearable, open-eye eyelid treatment devices and manual gland expression, bilateral",,
0564T,"Oncology, chemotherapeutic drug cytotoxicity assay of cancer stem cells (CSCs), from cultured CSCs and primary tumor cells, categorical drug response reported based on percent of cytotoxicity observed, a minimum of 14 drugs or drug combinations",,
0565T,Autologous cellular implant derived from adipose tissue for the treatment of osteoarthritis of the knees; tissue harvesting and cellular implant creation,,
0566T,"Autologous cellular implant derived from adipose tissue for the treatment of osteoarthritis of the knees; injection of cellular implant into knee joint including ultrasound guidance, unilateral",,
0567T,"Permanent fallopian tube occlusion with degradable biopolymer implant, transcervical approach, including transvaginal ultrasound",,
0568T,"Introduction of mixture of saline and air for sonosalpingography to confirm occlusion of fallopian tubes, transcervical approach, including transvaginal ultrasound and pelvic ultrasound",,
0569T,"Transcatheter tricuspid valve repair, percutaneous approach; initial prosthesis",,
0570T,"Transcatheter tricuspid valve repair, percutaneous approach; each additional prosthesis during same session (List separately in addition to code for primary procedure)",,
0571T,"Insertion or replacement of implantable cardioverter-defibrillator system with substernal electrode(s), including all imaging guidance and electrophysiological evaluation (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters), when performed",,
0572T,Insertion of substernal implantable defibrillator electrode,,
0573T,Removal of substernal implantable defibrillator electrode,,
0574T,Repositioning of previously implanted substernal implantable defibrillator-pacing electrode,,
0575T,"Programming device evaluation (in person) of implantable cardioverter-defibrillator system with substernal electrode, with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other qualified health care professional",,
0576T,"Interrogation device evaluation (in person) of implantable cardioverter-defibrillator system with substernal electrode, with analysis, review and report by a physician or other qualified health care professional, includes connection, recording and disconnection per patient encounter",,
0577T,"Electrophysiological evaluation of implantable cardioverter-defibrillator system with substernal electrode (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters)",,
0578T,"Interrogation device evaluation(s) (remote), up to 90 days, substernal lead implantable cardioverter-defibrillator system with interim analysis, review(s) and report(s) by a physician or other qualified health care professional",,
0579T,"Interrogation device evaluation(s) (remote), up to 90 days, substernal lead implantable cardioverter-defibrillator system, remote data acquisition(s), receipt of transmissions and technician review, technical support and distribution of results",,
0580T,Removal of substernal implantable defibrillator pulse generator only,,
0581T,"Ablation, malignant breast tumor(s), percutaneous, cryotherapy, including imaging guidance when performed, unilateral",,
0582T,"Transurethral ablation of malignant prostate tissue by high-energy water vapor thermotherapy, including intraoperative imaging and needle guidance",,
0583T,"Tympanostomy (requiring insertion of ventilating tube), using an automated tube delivery system, iontophoresis local anesthesia",,
0584T,"Islet cell transplant, includes portal vein catheterization and infusion, including all imaging, including guidance, and radiological supervision and interpretation, when performed; percutaneous",,
0585T,"Islet cell transplant, includes portal vein catheterization and infusion, including all imaging, including guidance, and radiological supervision and interpretation, when performed; laparoscopic",,
0586T,"Islet cell transplant, includes portal vein catheterization and infusion, including all imaging, including guidance, and radiological supervision and interpretation, when performed; open",,
0587T,"Percutaneous implantation or replacement of integrated single device neurostimulation system including electrode array and receiver or pulse generator, including analysis, programming, and imaging guidance when performed, posterior tibial nerve",,
0588T,"Revision or removal of integrated single device neurostimulation system including electrode array and receiver or pulse generator, including analysis, programming, and imaging guidance when performed, posterior tibial nerve",,
0589T,"Electronic analysis with simple programming of implanted integrated neurostimulation system (eg, electrode array and receiver), including contact group(s), amplitude, pulse width, frequency (Hz), on/off cycling, burst, dose lockout, patient-selectable parameters, responsive neurostimulation, detection algorithms, closed-loop parameters, and passive parameters, when performed by physician or other qualified health care professional, posterior tibial nerve, 1-3 parameters",,
0590T,"Electronic analysis with complex programming of implanted integrated neurostimulation system (eg, electrode array and receiver), including contact group(s), amplitude, pulse width, frequency (Hz), on/off cycling, burst, dose lockout, patient-selectable parameters, responsive neurostimulation, detection algorithms, closed-loop parameters, and passive parameters, when performed by physician or other qualified health care professional, posterior tibial nerve, 4 or more parameters",,
0591T,"Health and well-being coaching face-to-face; individual, initial assessment",,
0592T,"Health and well-being coaching face-to-face; individual, follow-up session, at least 30 minutes",,
0593T,"Health and well-being coaching face-to-face; group (2 or more individuals), at least 30 minutes",,
90694,"Influenza virus vaccine, quadrivalent (aIIV4), inactivated, adjuvanted, preservative free, 0.5 mL dosage, for intramuscular use",,
0139U,"Neurology (autism spectrum disorder [ASD]), quantitative measurements of 6 central carbon metabolites (ie, α-ketoglutarate, alanine, lactate, phenylalanine, pyruvate, and succinate), LC-MS/MS, plasma, algorithmic analysis with result reported as negative or positive (with metabolic subtypes of ASD)",,
0140U,"Infectious disease (fungi), fungal pathogen identification, DNA (15 fungal targets), blood culture, amplified probe technique, each target reported as detected or not detected",,
0141U,"Infectious disease (bacteria and fungi), gram-positive organism identification and drug resistance element detection, DNA (20 gram-positive bacterial targets, 4 resistance genes, 1 pan gram-negative bacterial target, 1 pan Candida target), blood culture, amplified probe technique, each target reported as detected or not detected",,
0142U,"Infectious disease (bacteria and fungi), gram-negative bacterial identification and drug resistance element detection, DNA (21 gram-negative bacterial targets, 6 resistance genes, 1 pan gram-positive bacterial target, 1 pan Candida target), amplified probe technique, each target reported as detected or not detected",,
0143U,"Drug assay, definitive, 120 or more drugs or metabolites, urine, quantitative liquid chromatography with tandem mass spectrometry (LC-MS/MS) using multiple reaction monitoring (MRM), with drug or metabolite description, comments including sample validation, per date of service",,
0144U,"Drug assay, definitive, 160 or more drugs or metabolites, urine, quantitative liquid chromatography with tandem mass spectrometry (LC-MS/MS) using multiple reaction monitoring (MRM), with drug or metabolite description, comments including sample validation, per date of service",,
0145U,"Drug assay, definitive, 65 or more drugs or metabolites, urine, quantitative liquid chromatography with tandem mass
spectrometry (LC-MS/MS) using multiple reaction monitoring (MRM), with drug or metabolite description, comments including sample validation, per date of service",,
0146U,"Drug assay, definitive, 80 or more drugs or metabolites, urine, by quantitative liquid chromatography with tandem mass spectrometry (LC-MS/MS) using multiple reaction monitoring (MRM), with drug or metabolite description, comments including sample validation, per date of service",,
0147U,"Drug assay, definitive, 85 or more drugs or metabolites, urine, quantitative liquid chromatography with tandem mass spectrometry (LC-MS/MS) using multiple reaction monitoring (MRM), with drug or metabolite description, comments including sample validation, per date of service",,
0148U,"Drug assay, definitive, 100 or more drugs or metabolites, urine, quantitative liquid chromatography with tandem mass spectrometry (LC-MS/MS) using multiple reaction monitoring (MRM), with drug or metabolite description, comments including sample validation, per date of service",,
0149U,"Drug assay, definitive, 60 or more drugs or metabolites, urine, quantitative liquid chromatography with tandem mass spectrometry (LC-MS/MS) using multiple reaction monitoring (MRM), with drug or metabolite description, comments including sample validation, per date of service",,
0150U,"Drug assay, definitive, 120 or more drugs or metabolites, urine, quantitative liquid chromatography with tandem mass spectrometry (LC-MS/MS) using multiple reaction monitoring (MRM), with drug or metabolite description, comments including sample validation, per date of service",,
0151U,"Infectious disease (bacterial or viral respiratory tract infection), pathogen specific nucleic acid (DNA or RNA), 33 targets, real-time semi-quantitative PCR, bronchoalveolar lavage, sputum, or endotracheal aspirate, detection of 33 organismal and antibiotic resistance genes with limited semi-quantitative results",,
0152U,"Infectious disease (bacteria, fungi, parasites, and DNA viruses), DNA, PCR and next-generation sequencing, plasma, detection of >1,000 potential microbial organisms for significant positive pathogens",,
0153U,"Oncology (breast), mRNA, gene expression profiling by next-generation sequencing of 101 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a triple negative breast cancer clinical subtype(s) with information on immune cell involvement",,
0154U,"FGFR3 (fibroblast growth factor receptor3) gene analysis (ie, p.R248C [c.742C>T], p.S249C [c.746C>G], p.G370C [c.1108G>T], p.Y373C [c.1118A>G], FGFR3-TACC3v1, and FGFR3-TACC3v3)",,
0155U,"PIK3CA (phosphatidylinositol-4,5- bisphosphate 3-kinase, catalytic subunit alpha) (eg, breast cancer) gene analysis (ie, p.C420R, p.E542K, p.E545A, p.E545D [g.1635G>T only], p.E545G, p.E545K, p.Q546E, p.Q546R, p.H1047L, p.H1047R, p.H1047Y)",,
0156U,"Copy number (eg, intellectual disability, dysmorphology), sequence analysis",,
0157U,"APC (APC regulator of WNT signaling pathway) (eg, familial adenomatosis polyposis [FAP]) mRNA sequence analysis (List separately in addition to code for primary procedure)",,
0158U,"MLH1 (mutL homolog 1) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) mRNA sequence analysis (List
separately in addition to code for primary procedure)",,
0159U,"MSH2 (mutS homolog 2) (eg, hereditary colon cancer, Lynch syndrome) mRNA sequence analysis (List separately in
addition to code for primary procedure)",,
0160U,"MSH6 (mutS homolog 6) (eg, hereditary colon cancer, Lynch syndrome) mRNA sequence analysis (List separately in
addition to code for primary procedure)",,
0161U,"PMS2 (PMS1 homolog 2, mismatch repair system component) (eg, hereditary non- polyposis colorectal cancer, Lynch syndrome) mRNA sequence analysis (List
separately in addition to code for primary procedure)",,
0162U,"Hereditary colon cancer (Lynch syndrome), targeted mRNA sequence analysis panel (MLH1, MSH2, MSH6, PMS2) (List separately in addition to code for primary procedure)",,
