NewCode,NewCodeDesc,SameSimCode,CPTDesc,Accuracy
15772,"Grafting of autologous fat harvested by liposuction technique to trunk, breasts, scalp, arms, and/or legs; each additional 50 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15221,"Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",48.3144097
15772,"Grafting of autologous fat harvested by liposuction technique to trunk, breasts, scalp, arms, and/or legs; each additional 50 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15301,"Allograft skin for temporary wound closure, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",47.89633357
15772,"Grafting of autologous fat harvested by liposuction technique to trunk, breasts, scalp, arms, and/or legs; each additional 50 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15361,"Tissue cultured allogeneic dermal substitute, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",46.41199442
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15155,"Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 25 sq cm or less",52.40205989
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15135,"Dermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",47.49091447
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15115,"Epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",47.15692045
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15175,"Acellular dermal replacement, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",46.64490402
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15335,"Acellular dermal allograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",46.24279106
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15320,"Allograft skin for temporary wound closure, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",45.0769576
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15365,"Tissue cultured allogeneic dermal substitute, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",44.13709297
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15120,"Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)",43.49325149
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15420,"Xenograft skin (dermal), for temporary wound closure, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",43.42739299
15773,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; 25 cc or less injectate",15275,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area",40.5059984
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15136,"Dermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",59.3043488
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15116,"Epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",58.98810362
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15176,"Acellular dermal replacement, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",58.5001419
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15336,"Acellular dermal allograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",58.11423888
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15121,"Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",58.08307825
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15157,"Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",57.80208852
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15321,"Allograft skin for temporary wound closure, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",57.25115691
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15366,"Tissue cultured allogeneic dermal substitute, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",56.0547668
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15421,"Xenograft skin (dermal), for temporary wound closure, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",55.62348392
15774,"Grafting of autologous fat harvested by liposuction technique to face, eyelids, mouth, neck, ears, orbits, genitalia, hands, and/or feet; each additional 25 cc injectate, or part thereof (List separately in addition to code for primary procedure)",15276,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; each additional 25 sq cm wound surface area, or part thereof (List separately in addition to code for primary procedure)",51.42068174
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),20206,"Biopsy, muscle, percutaneous needle",56.06343791
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),64646,Chemodenervation of trunk muscle(s); 1-5 muscle(s),40.1428391
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),A4657,"SYRINGE, WITH OR WITHOUT NEEDLE, EACH",39.90943474
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),A4210,"NEEDLE-FREE INJECTION DEVICE, EACH",38.90821128
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),95867,"Needle electromyography; cranial nerve supplied muscle(s), unilateral",34.74677926
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),C1715,BRACHYTHERAPY NEEDLE,34.45653789
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),25270,"Repair, tendon or muscle, extensor, forearm and/or wrist; primary, single, each tendon or muscle",32.9634153
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),25260,"Repair, tendon or muscle, flexor, forearm and/or wrist; primary, single, each tendon or muscle",32.94197831
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),25272,"Repair, tendon or muscle, extensor, forearm and/or wrist; secondary, single, each tendon or muscle",32.25118411
20560,Needle insertion(s) without injection(s); 1 or 2 muscle(s),25263,"Repair, tendon or muscle, flexor, forearm and/or wrist; secondary, single, each tendon or muscle",32.23110602
20561,Needle insertion(s) without injection(s); 3 or more muscles,64644,Chemodenervation of one extremity; 5 or more muscles,43.62573599
20561,Needle insertion(s) without injection(s); 3 or more muscles,95870,"Needle electromyography; limited study of muscles in 1 extremity or non-limb (axial) muscles (unilateral or bilateral), other than thoracic paraspinal, cranial nerve supplied muscles, or sphincters",43.61362485
20561,Needle insertion(s) without injection(s); 3 or more muscles,20553,"Injection(s); single or multiple trigger point(s), 3 or more muscles",42.21227999
20561,Needle insertion(s) without injection(s); 3 or more muscles,92265,"Needle oculoelectromyography, 1 or more extraocular muscles, 1 or both eyes, with interpretation and report",41.74009678
20561,Needle insertion(s) without injection(s); 3 or more muscles,64647,Chemodenervation of trunk muscle(s); 6 or more muscles,41.54395378
20561,Needle insertion(s) without injection(s); 3 or more muscles,95868,"Needle electromyography; cranial nerve supplied muscles, bilateral",36.48280336
20561,Needle insertion(s) without injection(s); 3 or more muscles,A4657,"SYRINGE, WITH OR WITHOUT NEEDLE, EACH",35.05024971
20561,Needle insertion(s) without injection(s); 3 or more muscles,A4210,"NEEDLE-FREE INJECTION DEVICE, EACH",34.17093051
20561,Needle insertion(s) without injection(s); 3 or more muscles,95886,"Needle electromyography, each extremity, with related paraspinal areas, when performed, done with nerve conduction, amplitude and latency/velocity study; complete, five or more muscles studied, innervated by three or more nerves or four or more spinal levels (List separately in addition to code for primary procedure)",32.34101118
20561,Needle insertion(s) without injection(s); 3 or more muscles,95869,Needle electromyography; thoracic paraspinal muscles (excluding T1 or T12),31.94819974
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",92974,Transcatheter placement of radiation delivery device for subsequent coronary intravascular brachytherapy (List separately in addition to code for primary procedure),42.20159695
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",S2371,EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),41.63189531
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",34808,Endovascular placement of iliac artery occlusion device (List separately in addition to code for primary procedure),39.89907749
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",90785,Interactive complexity (List separately in addition to the code for primary procedure),39.79670177
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",0346T,"Ultrasound, elastography (List separately in addition to code for primary procedure)",39.32942842
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",G0358,"INTRAVENOUS, PUSH TECHNIQUE, EACH ADDITIONAL SUBSTANCE/DRUG (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",39.15981612
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",34834,"Open brachial artery exposure for delivery of endovascular prosthesis, unilateral (List separately in addition to code for primary procedure)",38.9829594
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",92547,Use of vertical electrodes (List separately in addition to code for primary procedure),38.89608258
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)",38.68209475
20700,"Manual preparation and insertion of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",48400,Injection procedure for intraoperative pancreatography (List separately in addition to code for primary procedure),38.44320248
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",92974,Transcatheter placement of radiation delivery device for subsequent coronary intravascular brachytherapy (List separately in addition to code for primary procedure),47.22376676
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",S2371,EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),46.58626819
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",34808,Endovascular placement of iliac artery occlusion device (List separately in addition to code for primary procedure),44.64723767
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",90785,Interactive complexity (List separately in addition to the code for primary procedure),44.5326788
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",0346T,"Ultrasound, elastography (List separately in addition to code for primary procedure)",44.00979794
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",G0358,"INTRAVENOUS, PUSH TECHNIQUE, EACH ADDITIONAL SUBSTANCE/DRUG (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",43.82000105
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",34834,"Open brachial artery exposure for delivery of endovascular prosthesis, unilateral (List separately in addition to code for primary procedure)",43.62209762
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",92547,Use of vertical electrodes (List separately in addition to code for primary procedure),43.52488209
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)",43.2854288
20701,"Removal of drug-delivery device(s), deep (eg, subfascial) (List separately in addition to code for primary procedure)",48400,Injection procedure for intraoperative pancreatography (List separately in addition to code for primary procedure),43.01810733
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",92974,Transcatheter placement of radiation delivery device for subsequent coronary intravascular brachytherapy (List separately in addition to code for primary procedure),44.47625295
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",S2371,EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),43.87584452
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",34808,Endovascular placement of iliac artery occlusion device (List separately in addition to code for primary procedure),42.04962823
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",90785,Interactive complexity (List separately in addition to the code for primary procedure),41.94173449
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",0346T,"Ultrasound, elastography (List separately in addition to code for primary procedure)",41.44927522
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",G0358,"INTRAVENOUS, PUSH TECHNIQUE, EACH ADDITIONAL SUBSTANCE/DRUG (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",41.27052085
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",34834,"Open brachial artery exposure for delivery of endovascular prosthesis, unilateral (List separately in addition to code for primary procedure)",41.0841316
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",92547,Use of vertical electrodes (List separately in addition to code for primary procedure),40.99257214
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",48400,Injection procedure for intraoperative pancreatography (List separately in addition to code for primary procedure),40.51528191
20702,"Manual preparation and insertion of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",59525,Subtotal or total hysterectomy after cesarean delivery (List separately in addition to code for primary procedure),40.2054145
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",92974,Transcatheter placement of radiation delivery device for subsequent coronary intravascular brachytherapy (List separately in addition to code for primary procedure),50.47869719
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",S2371,EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),49.7972586
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",34808,Endovascular placement of iliac artery occlusion device (List separately in addition to code for primary procedure),47.72457907
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",90785,Interactive complexity (List separately in addition to the code for primary procedure),47.60212416
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",0346T,"Ultrasound, elastography (List separately in addition to code for primary procedure)",47.04320338
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",G0358,"INTRAVENOUS, PUSH TECHNIQUE, EACH ADDITIONAL SUBSTANCE/DRUG (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",46.8403246
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",34834,"Open brachial artery exposure for delivery of endovascular prosthesis, unilateral (List separately in addition to code for primary procedure)",46.62878055
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",92547,Use of vertical electrodes (List separately in addition to code for primary procedure),46.52486437
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",48400,Injection procedure for intraoperative pancreatography (List separately in addition to code for primary procedure),45.98315982
20703,"Removal of drug-delivery device(s), intramedullary (List separately in addition to code for primary procedure)",59525,Subtotal or total hysterectomy after cesarean delivery (List separately in addition to code for primary procedure),45.63147319
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",49905,"Omental flap, intra-abdominal (List separately in addition to code for primary procedure)",45.43549161
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",92974,Transcatheter placement of radiation delivery device for subsequent coronary intravascular brachytherapy (List separately in addition to code for primary procedure),43.38999132
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",S2371,EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),42.80424692
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",34808,Endovascular placement of iliac artery occlusion device (List separately in addition to code for primary procedure),41.02263305
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",90785,Interactive complexity (List separately in addition to the code for primary procedure),40.91737444
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",96423,"Chemotherapy administration, intra-arterial; infusion technique, each additional hour (List separately in addition to code for primary procedure)",40.52666383
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",0346T,"Ultrasound, elastography (List separately in addition to code for primary procedure)",40.43694271
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",G0358,"INTRAVENOUS, PUSH TECHNIQUE, EACH ADDITIONAL SUBSTANCE/DRUG (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",40.26255413
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",34834,"Open brachial artery exposure for delivery of endovascular prosthesis, unilateral (List separately in addition to code for primary procedure)",40.08071713
20704,"Manual preparation and insertion of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",92547,Use of vertical electrodes (List separately in addition to code for primary procedure),39.99139387
20705,"Removal of drug-delivery device(s), intra-articular (List separately in addition to code for primary procedure)",49905,"Omental flap, intra-abdominal (List separately in addition to code for primary procedure)",51.21263291
