NewCode,NewCodeDesc,SameSimCode,CPTDesc,Accuracy,Rank,Comments
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism
targets, reported as positive or negative
with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87150,"Culture, typing; identification by nucleic acid (DNA or RNA) probe, amplified probe technique, per culture or isolate, each organism probed",24.471229513422095,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism
targets, reported as positive or negative
with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87299,"Infectious agent antigen detection by immunofluorescent technique; not otherwise specified, each organism",22.607187884267987,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism
targets, reported as positive or negative
with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",21.90423066942272,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism
targets, reported as positive or negative
with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87040,"Culture, bacterial; blood, aerobic, with isolation and presumptive identification of isolates (includes anaerobic culture, if appropriate)",21.13449956661391,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism
targets, reported as positive or negative
with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87797,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; direct probe technique, each organism",20.908624180636167,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism
targets, reported as positive or negative
with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87798,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; amplified probe technique, each organism",20.5127418209372,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",81595,"Cardiology (heart transplant), mRNA, gene expression profiling by real-time quantitative PCR of 20 genes (11 content and 9 housekeeping), utilizing subfraction of peripheral blood, algorithm reported as a rejection risk score",59.28878005743533,10,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",39.994433358792506,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",39.61309245577813,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",81504,"Oncology (tissue of origin), microarray gene expression profiling of > 2000 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as tissue similarity scores",38.71045567132361,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",0085T,Breath test for heart transplant rejection,37.87032839305205,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",81525,"Oncology (colon), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score",37.86498962832195,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",81520,"Oncology (breast), mRNA gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score",37.62154878299359,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",81521,"Oncology (breast), mRNA, microarray gene expression profiling of 70 content genes and 465 housekeeping genes, utilizing fresh frozen or formalin-fixed paraffin-embedded tissue, algorithm reported as index related to risk of distant metastasis",37.191623678370725,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",00580,Anesthesia for heart transplant or heart/lung transplant,35.95777639274214,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft
rejection and injury algorithm reported as a
probability score",81541,"Oncology (prostate), mRNA gene expression profiling by real-time RT-PCR of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score",34.21152624038917,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",81595,"Cardiology (heart transplant), mRNA, gene expression profiling by real-time quantitative PCR of 20 genes (11 content and 9 housekeeping), utilizing subfraction of peripheral blood, algorithm reported as a rejection risk score",49.84329319411977,10,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",81504,"Oncology (tissue of origin), microarray gene expression profiling of > 2000 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as tissue similarity scores",42.710184205932165,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",0085T,Breath test for heart transplant rejection,41.51513712531706,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",37.23793565268318,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",37.050609405250896,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",81521,"Oncology (breast), mRNA, microarray gene expression profiling of 70 content genes and 465 housekeeping genes, utilizing fresh frozen or formalin-fixed paraffin-embedded tissue, algorithm reported as index related to risk of distant metastasis",35.73926146282129,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",81525,"Oncology (colon), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score",34.916056671973614,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",81520,"Oncology (breast), mRNA gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score",34.691575048310376,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",81541,"Oncology (prostate), mRNA gene expression profiling by real-time RT-PCR of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score",31.547125742526678,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression
profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a
probability score for rejection",81545,"Oncology (thyroid), gene expression analysis of 142 genes, utilizing fine needle aspirate, algorithm reported as a categorical result (eg, benign or suspicious)",27.532519905993674,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",S3854,GENE EXPRESSION PROFILING PANEL FOR USE IN THE MANAGEMENT OF BREAST CANCER TREATMENT,35.58735592710279,10,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",26.695953713515706,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",81525,"Oncology (colon), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score",25.980575801497572,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",81520,"Oncology (breast), mRNA gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score",25.813541995406077,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",G8944,AJCC MELANOMA CANCER STAGE 0 THROUGH IIC MELANOMA,24.217071436179623,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",81504,"Oncology (tissue of origin), microarray gene expression profiling of > 2000 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as tissue similarity scores",23.67647444376473,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",81541,"Oncology (prostate), mRNA gene expression profiling by real-time RT-PCR of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score",23.473798870620335,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",23.399275619429563,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",35302,"Thromboendarterectomy, including patch graft, if performed; superficial femoral artery",22.215004092077827,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using
adhesive patch(es)",A4330,"PERIANAL FECAL COLLECTION POUCH WITH ADHESIVE, EACH",21.433650015878687,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81525,"Oncology (colon), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score",71.12825513132802,10,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81541,"Oncology (prostate), mRNA gene expression profiling by real-time RT-PCR of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score",64.26533298290948,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",64.22973169654517,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81520,"Oncology (breast), mRNA gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score",61.56558949831701,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81521,"Oncology (breast), mRNA, microarray gene expression profiling of 70 content genes and 465 housekeeping genes, utilizing fresh frozen or formalin-fixed paraffin-embedded tissue, algorithm reported as index related to risk of distant metastasis",54.75934298691109,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",51.501288720950924,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81504,"Oncology (tissue of origin), microarray gene expression profiling of > 2000 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as tissue similarity scores",50.17932615597993,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81540,"Oncology (tumor of unknown origin), mRNA, gene expression profiling by real-time RT-PCR of 92 genes (87 content and 5 housekeeping) to classify tumor into main cancer type and subtype, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a probability of a predicted main cancer type and subtype",48.7493575884421,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81595,"Cardiology (heart transplant), mRNA, gene expression profiling by real-time quantitative PCR of 20 genes (11 content and 9 housekeeping), utilizing subfraction of peripheral blood, algorithm reported as a rejection risk score",44.53900740687544,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping),
utilizing formalin-fixed paraffin-embedded
tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81545,"Oncology (thyroid), gene expression analysis of 142 genes, utilizing fine needle aspirate, algorithm reported as a categorical result (eg, benign or suspicious)",41.56733927242269,,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",81528,"Oncology (colorectal) screening, quantitative real-time target and signal amplification of 10 DNA markers (KRAS mutations, promoter methylation of NDRG4 and BMP3) and fecal hemoglobin, utilizing stool, algorithm reported as a positive or negative result",36.744397821729656,10,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",0279T,"Cell enumeration using immunologic selection and identification in fluid specimen (eg, circulating tumor cells in blood);",35.63945803920598,,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",86152,"Cell enumeration using immunologic selection and identification in fluid specimen (eg, circulating tumor cells in blood)",35.63945803920598,,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",G9933,ADENOMA(S) OR COLORECTAL CANCER DETECTED DURING SCREENING COLONOSCOPY,34.08063971910352,,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",0280T,"Cell enumeration using immunologic selection and identification in fluid specimen (eg, circulating tumor cells in blood); interpretation and report",33.919965125394675,,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",G9935,ADENOMA(S) OR COLORECTAL CANCER NOT DETECTED DURING SCREENING COLONOSCOPY,33.32964879496094,,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",S3711,CIRCULATING TUMOR CELL TEST,32.97574196345199,,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",0018U,"Oncology (thyroid), microRNA profiling by RT-PCR of 10 microRNA sequences, utilizing fine needle aspirate, algorithm reported as a positive or negative result for moderate to high risk of malignancy",32.174843514522316,,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",86153,"Cell enumeration using immunologic selection and identification in fluid specimen (eg, circulating tumor cells in blood); physician interpretation and report, when required",31.9772649110728,,Present in Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the
presence of adenoma or cancer, reported
as a positive or negative result",0007M,"Oncology (gastrointestinal neuroendocrine tumors), real-time PCR expression analysis of 51 genes, utilizing whole peripheral blood, algorithm reported as a nomogram of tumor disease index",31.199862995981924,,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",81490,"Autoimmune (rheumatoid arthritis), analysis of 12 biomarkers using immunoassays, utilizing serum, prognostic algorithm reported as a disease activity score",33.61452448649864,10,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",0003U,"Oncology (ovarian) biochemical assays of five proteins (apolipoprotein A-1, CA 125 II, follicle stimulating hormone, human epididymis protein 4, transferrin), utilizing serum, algorithm reported as a likelihood score",31.708540058722352,,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",0009M,"Fetal aneuploidy (trisomy 21, and 18) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",28.956554314901584,,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",0005M,"Fetal aneuploidy (trisomy 21, 18, and 13) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",28.27903513679921,,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",81507,"Fetal aneuploidy (trisomy 21, 18, and 13) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy",28.27903513679921,,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",0008M,"Oncology (breast), mRNA analysis of 58 genes using hybrid capture, on formalin-fixed paraffin-embedded (FFPE) tissue, prognostic algorithm reported as a risk score",28.217759806969067,,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",0004M,"Scoliosis, DNA analysis of 53 single nucleotide polymorphisms (SNPs), using saliva, prognostic algorithm reported as a risk score",26.70051804289316,,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",80321,Alcohol biomarkers; 1 or 2,26.63307943803388,,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",81500,"Oncology (ovarian), biochemical assays of two proteins (CA-125 and HE4), utilizing serum, with menopausal status, algorithm reported as a risk score",26.55499830051959,,Present in Autoproposal
0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as
risk score for likelihood of malignancy",81510,"Fetal congenital abnormalities, biochemical assays of three analytes (AFP, uE3, hCG [any form]), utilizing maternal serum, algorithm reported as a risk score",25.984391754357056,,Present in Autoproposal
