NewCode,NewCodeDesc,SameSimCode,CPTDesc,Accuracy,Rank,Comments
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",87324,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Clostridium difficile toxin(s)",31.128729231793734,10,Present Both in MD and Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",87230,"Toxin or antitoxin assay, tissue culture (eg, Clostridium difficile toxin)",30.969419638397973,,Present in Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",87427,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Shiga-like toxin",30.88277440829615,,Present in Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",87803,Infectious agent antigen detection by immunoassay with direct optical observation; Clostridium difficile toxin A,30.304130457842334,,Present in Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",86337,Insulin antibodies,29.77122024162559,,Present in Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",89325,Sperm antibodies,28.851353947200852,,Present in Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",87389,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; HIV-1 antigen(s), with HIV-1 and HIV-2 antibodies, single result",26.06848622077144,,Present in Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",86340,Intrinsic factor antibodies,24.971054821618562,,Present in Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",C9018,"BOTULINUM TOXIN TYPE B, PER 100 UNITS",24.14379384544871,,Present in Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",86308,Heterophile antibodies; screening,23.42847024602521,,Present in Autoproposal
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each",,,Present only by MD
0085U,"Cytolethal distending toxin B (CdtB) and vinculin IgG antibodies by immunoassay (ie, ELISA)",83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,,Present only by MD
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87186,"Susceptibility studies, antimicrobial agent; microdilution or agar dilution (minimum inhibitory concentration [MIC] or breakpoint), each multi-antimicrobial, per plate",36.64712034324645,10,Present Both in MD and Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87107,"Culture, fungi, definitive identification, each organism; mold",30.43307291800702,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87106,"Culture, fungi, definitive identification, each organism; yeast",29.82440406197539,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87149,"Culture, typing; identification by nucleic acid (DNA or RNA) probe, direct probe technique, per culture or isolate, each organism probed",24.731421131903776,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87150,"Culture, typing; identification by nucleic acid (DNA or RNA) probe, amplified probe technique, per culture or isolate, each organism probed",24.471229513422095,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87299,"Infectious agent antigen detection by immunofluorescent technique; not otherwise specified, each organism",22.607187884267987,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87799,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; quantification, each organism",21.90423066942272,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87040,"Culture, bacterial; blood, aerobic, with isolation and presumptive identification of isolates (includes anaerobic culture, if appropriate)",21.13449956661391,,Present Both in MD and Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87797,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; direct probe technique, each organism",20.908624180636167,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87798,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; amplified probe technique, each organism",20.5127418209372,,Present in Autoproposal
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",88366,"In situ hybridization (eg, FISH), per specimen; each multiplex probe stain procedure",,,Present only by MD
0086U,"Infectious disease (bacterial and fungal), organism identification, blood culture, using rRNA FISH, 6 or more organism targets, reported as positive or negative with phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility",87800,"Infectious agent detection by nucleic acid (DNA or RNA), multiple organisms; direct probe(s) technique",,,Present only by MD
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",81595,"Cardiology (heart transplant), mRNA, gene expression profiling by real-time quantitative PCR of 20 genes (11 content and 9 housekeeping), utilizing subfraction of peripheral blood, algorithm reported as a rejection risk score",59.28878005743533,1,Present Both in MD and Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",39.994433358792506,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",39.61309245577813,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",81504,"Oncology (tissue of origin), microarray gene expression profiling of > 2000 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as tissue similarity scores",38.71045567132361,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",0085T,Breath test for heart transplant rejection,37.87032839305205,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",81525,"Oncology (colon), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score",37.86498962832195,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",81520,"Oncology (breast), mRNA gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score",37.62154878299359,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",81521,"Oncology (breast), mRNA, microarray gene expression profiling of 70 content genes and 465 housekeeping genes, utilizing fresh frozen or formalin-fixed paraffin-embedded tissue, algorithm reported as index related to risk of distant metastasis",37.191623678370725,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",00580,Anesthesia for heart transplant or heart/lung transplant,35.95777639274214,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",81541,"Oncology (prostate), mRNA gene expression profiling by real-time RT-PCR of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score",34.21152624038917,,Present in Autoproposal
0087U,"Cardiology (heart transplant), mRNA gene expression profiling by microarray of 1283 genes, transplant biopsy tissue, allograft rejection and injury algorithm reported as a probability score",81267,"Chimerism (engraftment) analysis, post transplantation specimen (eg, hematopoietic stem cell), includes comparison to previously performed baseline analyses; without cell selection",,,Present only by MD
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81595,"Cardiology (heart transplant), mRNA, gene expression profiling by real-time quantitative PCR of 20 genes (11 content and 9 housekeeping), utilizing subfraction of peripheral blood, algorithm reported as a rejection risk score",49.84329319411977,10,Present Both in MD and Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81504,"Oncology (tissue of origin), microarray gene expression profiling of > 2000 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as tissue similarity scores",42.710184205932165,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",0085T,Breath test for heart transplant rejection,41.51513712531706,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",37.23793565268318,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",37.050609405250896,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81521,"Oncology (breast), mRNA, microarray gene expression profiling of 70 content genes and 465 housekeeping genes, utilizing fresh frozen or formalin-fixed paraffin-embedded tissue, algorithm reported as index related to risk of distant metastasis",35.73926146282129,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81525,"Oncology (colon), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score",34.916056671973614,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81520,"Oncology (breast), mRNA gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score",34.691575048310376,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81541,"Oncology (prostate), mRNA gene expression profiling by real-time RT-PCR of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score",31.547125742526678,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81545,"Oncology (thyroid), gene expression analysis of 142 genes, utilizing fine needle aspirate, algorithm reported as a categorical result (eg, benign or suspicious)",27.532519905993674,,Present in Autoproposal
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",81267,"Chimerism (engraftment) analysis, post transplantation specimen (eg, hematopoietic stem cell), includes comparison to previously performed baseline analyses; without cell selection",,,Present only by MD
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",50360,"Renal allotransplantation, implantation of graft; without recipient nephrectomy",,,Present only by MD
0088U,"Transplantation medicine (kidney allograft rejection), microarray gene expression profiling of 1494 genes, utilizing transplant biopsy tissue, algorithm reported as a probability score for rejection",88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,,Present only by MD
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",S3854,GENE EXPRESSION PROFILING PANEL FOR USE IN THE MANAGEMENT OF BREAST CANCER TREATMENT,35.58735592710279,10,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",26.695953713515706,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",81525,"Oncology (colon), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score",25.980575801497572,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",81520,"Oncology (breast), mRNA gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score",25.813541995406077,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",G8944,AJCC MELANOMA CANCER STAGE 0 THROUGH IIC MELANOMA,24.217071436179623,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",81504,"Oncology (tissue of origin), microarray gene expression profiling of > 2000 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as tissue similarity scores",23.67647444376473,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",81541,"Oncology (prostate), mRNA gene expression profiling by real-time RT-PCR of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score",23.473798870620335,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",23.399275619429563,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",35302,"Thromboendarterectomy, including patch graft, if performed; superficial femoral artery",22.215004092077827,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",A4330,"PERIANAL FECAL COLLECTION POUCH WITH ADHESIVE, EACH",21.433650015878687,,Present in Autoproposal
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",0400T,Multi-spectral digital skin lesion analysis of clinically atypical cutaneous pigmented lesions for detection of melanomas and high risk melanocytic atypia; one to five lesions,,,Present only by MD
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",0081U,"Oncology (uveal melanoma), mRNA, gene-expression profiling by real-time RT-PCR of 15 genes (12 content and 3 housekeeping genes), utilizing fine needle aspirate or formalin-fixed paraffin-embedded tissue, algorithm reported as risk of metastasis",,,Present only by MD
0089U,"Oncology (melanoma), gene expression profiling by RTqPCR, PRAME and LINC00518, superficial collection using adhesive patch(es)",81210,"BRAF (B-Raf proto-oncogene, serine/threonine kinase) (eg, colon cancer, melanoma), gene analysis, V600 variant(s)",,,Present only by MD
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81525,"Oncology (colon), mRNA, gene expression profiling by real-time RT-PCR of 12 genes (7 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence score",71.12825513132802,1,Present Both in MD and Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81541,"Oncology (prostate), mRNA gene expression profiling by real-time RT-PCR of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score",64.26533298290948,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",64.22973169654517,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81520,"Oncology (breast), mRNA gene expression profiling by hybrid capture of 58 genes (50 content and 8 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a recurrence risk score",61.56558949831701,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81521,"Oncology (breast), mRNA, microarray gene expression profiling of 70 content genes and 465 housekeeping genes, utilizing fresh frozen or formalin-fixed paraffin-embedded tissue, algorithm reported as index related to risk of distant metastasis",54.75934298691109,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score",51.501288720950924,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81504,"Oncology (tissue of origin), microarray gene expression profiling of > 2000 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as tissue similarity scores",50.17932615597993,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81540,"Oncology (tumor of unknown origin), mRNA, gene expression profiling by real-time RT-PCR of 92 genes (87 content and 5 housekeeping) to classify tumor into main cancer type and subtype, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a probability of a predicted main cancer type and subtype",48.7493575884421,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81595,"Cardiology (heart transplant), mRNA, gene expression profiling by real-time quantitative PCR of 20 genes (11 content and 9 housekeeping), utilizing subfraction of peripheral blood, algorithm reported as a rejection risk score",44.53900740687544,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",81545,"Oncology (thyroid), gene expression analysis of 142 genes, utilizing fine needle aspirate, algorithm reported as a categorical result (eg, benign or suspicious)",41.56733927242269,,Present in Autoproposal
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",0400T,Multi-spectral digital skin lesion analysis of clinically atypical cutaneous pigmented lesions for detection of melanomas and high risk melanocytic atypia; one to five lesions,,,Present only by MD
0090U,"Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 23 genes (14 content and 9 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a categorical result (ie, benign, indeterminate, malignant)",0081U,"Oncology (uveal melanoma), mRNA, gene-expression profiling by real-time RT-PCR of 15 genes (12 content and 3 housekeeping genes), utilizing fine needle aspirate or formalin-fixed paraffin-embedded tissue, algorithm reported as risk of metastasis",,,Present only by MD
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the presence of adenoma or cancer, reported as a positive or negative result",81528,"Oncology (colorectal) screening, quantitative real-time target and signal amplification of 10 DNA markers (KRAS mutations, promoter methylation of NDRG4 and BMP3) and fecal hemoglobin, utilizing stool, algorithm reported as a positive or negative result",36.744397821729656,3,Present Both in MD and Autoproposal
0091U,"Oncology (colorectal) screening, cell enumeration of circulating tumor cells, utilizing whole blood, algorithm, for the presence of adenoma or cancer, reported as a positive or negative result",0279T,"Cell enumeration using immunologic selection and identification in fluid specimen (eg, circulating tumor cells in blood);",35.63945803920598,,Present in Autoproposal
