HCPCS,LongDesc,SimCode,Sim_LongDesc
0052U,"Lipoprotein, blood, high resolution fractionation and quantitation of lipoproteins, including all five major lipoprotein classes and subclasses of HDL, LDL, and VLDL by vertical auto profile ultracentrifugation",83701,"Lipoprotein, blood; high resolution fractionation and quantitation of lipoproteins including lipoprotein subclasses when performed (eg, electrophoresis, ultracentrifugation)"
0053U,"Oncology (prostate cancer), FISH analysis of 4 genes (ASAP1, HDAC9, CHD1 and PTEN), needle biopsy specimen, algorithm reported as probability of higher tumor grade",81551,"Oncology (prostate), promoter methylation profiling by real-time PCR of 3 genes (GSTP1, APC, RASSF1), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a likelihood of prostate cancer detection on repeat biopsy"
0054U,"Prescription drug monitoring, 14 or more classes of drugs and substances, definitive tandem mass spectrometry with chromatography, capillary blood, quantitative report with therapeutic and toxic ranges, including steady-state range for the prescribed dose when detected, per date of service",80361,"Opiates, 1 or more"
0055U,"Cardiology (heart transplant), cell-free DNA, PCR assay of 96 DNA target sequences (94 single nucleotide polymorphism targets and two control targets), plasma",81595,"Cardiology (heart transplant), mRNA, gene expression profiling by real-time quantitative PCR of 20 genes (11 content and 9 housekeeping), utilizing subfraction of peripheral blood, algorithm reported as a rejection risk score"
0056U,"Hematology (acute myelogenous leukemia), DNA, whole genome next-generation sequencing to detect gene rearrangement(s), blood or bone marrow, report of specific gene rearrangement(s)",0014U,"Hematology (hematolymphoid neoplasia), gene rearrangement detection by whole genome next-generation sequencing, DNA, whole blood or bone marrow, report of specific gene rearrangement(s)"
0056U,"Hematology (acute myelogenous leukemia), DNA, whole genome next-generation sequencing to detect gene rearrangement(s), blood or bone marrow, report of specific gene rearrangement(s)",81264,"IGK@ (Immunoglobulin kappa light chain locus) (eg, leukemia and lymphoma, B-cell), gene rearrangement analysis, evaluation to detect abnormal clonal population(s)"
0057U,"Oncology (solid organ neoplasia), mRNA, gene expression profiling by massively parallel sequencing for analysis of 51 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a normalized percentile rank",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score"
0058U,"Oncology (Merkel cell carcinoma), detection of antibodies to the Merkel cell polyoma virus oncoprotein (small T antigen), serum, quantitative",86663,"Antibody; Epstein-Barr (EB) virus, early antigen (EA)"
0059U,"Oncology (Merkel cell carcinoma), detection of antibodies to the Merkel cell polyoma virus capsid protein (VP1), serum, reported as positive or negative",86665,"Antibody; Epstein-Barr (EB) virus, viral capsid (VCA)"
0060U,"Twin zygosity, genomic targeted sequence analysis of chromosome 2, using circulating cell-free fetal DNA in maternal blood",81420,"Fetal chromosomal aneuploidy (eg, trisomy 21, monosomy X) genomic sequence analysis panel, circulating cell-free fetal DNA in maternal blood, must include analysis of chromosomes 13, 18, and 21"
0060U,"Twin zygosity, genomic targeted sequence analysis of chromosome 2, using circulating cell-free fetal DNA in maternal blood",81265,"Comparative analysis using Short Tandem Repeat (STR) markers; patient and comparative specimen (eg, pre-transplant recipient and donor germline testing, post-transplant non-hematopoietic recipient germline [eg, buccal swab or other germline tissue sample] and donor testing, twin zygosity testing, or maternal cell contamination of fetal cells)"
0061U,"Transcutaneous measurement of five biomarkers (tissue oxygenation [StO2], oxyhemoglobin [ctHbO2], deoxyhemoglobin [ctHbR], papillary and reticular dermal hemoglobin concentrations [ctHb1 and ctHb2]), using spatial frequency domain imaging (SFDI) and multi-spectral analysis",88738,"Hemoglobin (Hgb), quantitative, transcutaneous"
0062U,"Autoimmune (systemic lupus erythematosus), IgG and IgM analysis of 80 biomarkers, utilizing serum, algorithm reported with a risk score",86039,Antinuclear antibodies (ANA); titer
0062U,"Autoimmune (systemic lupus erythematosus), IgG and IgM analysis of 80 biomarkers, utilizing serum, algorithm reported with a risk score",81490,"Autoimmune (rheumatoid arthritis), analysis of 12 biomarkers using immunoassays, utilizing serum, prognostic algorithm reported as a disease activity score"
0063U,"Neurology (autism), 32 amines by LCMS/MS, using plasma, algorithm reported as metabolic signature associated with autism spectrum disorder",84155,"Protein, total, except by refractometry; serum, plasma or whole blood"
0063U,"Neurology (autism), 32 amines by LCMS/MS, using plasma, algorithm reported as metabolic signature associated with autism spectrum disorder",81506,"Endocrinology (type 2 diabetes), biochemical assays of seven analytes (glucose, HbA1c, insulin, hs-CRP, adiponectin, ferritin, interleukin 2-receptor alpha), utilizing serum or plasma, algorithm reporting a risk score"
0063U,"Neurology (autism), 32 amines by LCMS/MS, using plasma, algorithm reported as metabolic signature associated with autism spectrum disorder",S3870,"COMPARATIVE GENOMIC HYBRIDIZATION (CGH) MICROARRAY TESTING FOR DEVELOPMENTAL DELAY, AUTISM SPECTRUM DISORDER AND/OR INTELLECTUAL DISABILITY"
0064U,"Antibody, Treponema pallidum, total and rapid plasma reagin (RPR), immunoassay, qualitative",86780,Antibody; Treponema pallidum
0064U,"Antibody, Treponema pallidum, total and rapid plasma reagin (RPR), immunoassay, qualitative",86592,"Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART)"
0065U,"Syphilis test, non-treponemal antibody, immunoassay, qualitative (RPR)",86592,"Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART)"
0066U,"Placental alpha-micro globulin-1 (PAMG1), immunoassay with direct optical observation, cervico-vaginal fluid, each specimen",88147,"Cytopathology smears, cervical or vaginal; screening by automated system under physician supervision"
0066U,"Placental alpha-micro globulin-1 (PAMG1), immunoassay with direct optical observation, cervico-vaginal fluid, each specimen",84112,"Evaluation of cervicovaginal fluid for specific amniotic fluid protein(s) (eg, placental alpha microglobulin-1 [PAMG-1], placental protein 12 [PP12], alpha-fetoprotein), qualitative, each specimen"
0067U,"Oncology (breast), immunohistochemistry, protein expression profiling of 4 biomarkers (matrix metalloproteinase-1 [MMP-1], carcinoembryonic antigen-related cell adhesion molecule 6 [CEACAM6], hyaluronoglucosaminidase [HYAL1], highly expressed in cancer pr",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score"
0067U,"Oncology (breast), immunohistochemistry, protein expression profiling of 4 biomarkers (matrix metalloproteinase-1 [MMP-1], carcinoembryonic antigen-related cell adhesion molecule 6 [CEACAM6], hyaluronoglucosaminidase [HYAL1], highly expressed in cancer pr",88360,"Morphometric analysis, tumor immunohistochemistry (eg, Her-2/neu, estrogen receptor/progesterone receptor), quantitative or semiquantitative, per specimen, each single antibody stain procedure; manual"
0068U,"Candida species panel (C. albicans, C. glabrata, C. parapsilosis, C. kruseii, C tropicalis, and C. auris), amplified probe technique with qualitative report of the presence or absence of each species",81403,"Molecular pathology procedure, Level 4 (eg, analysis of single exon by DNA sequence analysis, analysis of >10 amplicons using multiplex PCR in 2 or more independent reactions, mutation scanning or duplication/deletion variants of 2-5 exons)"
0068U,"Candida species panel (C. albicans, C. glabrata, C. parapsilosis, C. kruseii, C tropicalis, and C. auris), amplified probe technique with qualitative report of the presence or absence of each species",87481,"Infectious agent detection by nucleic acid (DNA or RNA); Candida species, amplified probe technique"
0069U,"Oncology (colorectal), microRNA, RT-PCR expression profiling of miR-31-3p, formalinfixed paraffin-embedded tissue, algorithm reported as an expression score",81293,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; known familial variants"
0069U,"Oncology (colorectal), microRNA, RT-PCR expression profiling of miR-31-3p, formalinfixed paraffin-embedded tissue, algorithm reported as an expression score",0013U,"Oncology (solid organ neoplasia), gene rearrangement detection by whole genome next-generation sequencing, DNA, fresh or frozen tissue or cells, report of specific gene rearrangement(s)"
0070U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, common and select rare variants (ie, *2, *3, *4, *4N, *5, *6, *7, *8, *9, *10, *11, *12, *13, *14A, *14B, *15, *17, *29, *35, *36, *41, *57, *61, *63, *68,",81226,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1XN, *2XN, *4XN)"
0070U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, common and select rare variants (ie, *2, *3, *4, *4N, *5, *6, *7, *8, *9, *10, *11, *12, *13, *14A, *14B, *15, *17, *29, *35, *36, *41, *57, *61, *63, *68,",0029U,"Drug metabolism (adverse drug reactions and drug response), targeted sequence analysis (ie, CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP4F2, SLCO1B1, VKORC1 and rs12777823)"
0071U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, full gene sequence (List separately in addition to code for primary procedure)",81226,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1XN, *2XN, *4XN)"
0071U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, full gene sequence (List separately in addition to code for primary procedure)",0029U,"Drug metabolism (adverse drug reactions and drug response), targeted sequence analysis (ie, CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP4F2, SLCO1B1, VKORC1 and rs12777823)"
0072U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, CYP2D6-2D7 hybrid gene) (List separately in addition to code for primary procedure)",0029U,"Drug metabolism (adverse drug reactions and drug response), targeted sequence analysis (ie, CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP4F2, SLCO1B1, VKORC1 and rs12777823)"
0072U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, CYP2D6-2D7 hybrid gene) (List separately in addition to code for primary procedure)",81226,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1XN, *2XN, *4XN)"
0073U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, CYP2D7-2D6 hybrid gene) (List separately in addition to code for primary procedure)",81226,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1XN, *2XN, *4XN)"
0073U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, CYP2D7-2D6 hybrid gene) (List separately in addition to code for primary procedure)",0029U,"Drug metabolism (adverse drug reactions and drug response), targeted sequence analysis (ie, CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP4F2, SLCO1B1, VKORC1 and rs12777823)"
0074U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, non-duplicated gene when duplication/multiplication is trans) (List separately in addition to code for primary procedure)",0029U,"Drug metabolism (adverse drug reactions and drug response), targeted sequence analysis (ie, CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP4F2, SLCO1B1, VKORC1 and rs12777823)"
0074U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, non-duplicated gene when duplication/multiplication is trans) (List separately in addition to code for primary procedure)",81226,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1XN, *2XN, *4XN)"
0075U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 5’ gene duplication/multiplication) (List separately in addition to code for primary procedure)",81226,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1XN, *2XN, *4XN)"
0075U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 5’ gene duplication/multiplication) (List separately in addition to code for primary procedure)",0029U,"Drug metabolism (adverse drug reactions and drug response), targeted sequence analysis (ie, CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP4F2, SLCO1B1, VKORC1 and rs12777823)"
0076U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 3’ gene duplication/ multiplication) (List separately in addition to code for primary procedure)",0029U,"Drug metabolism (adverse drug reactions and drug response), targeted sequence analysis (ie, CYP1A2, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP4F2, SLCO1B1, VKORC1 and rs12777823)"
0076U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 3’ gene duplication/ multiplication) (List separately in addition to code for primary procedure)",81226,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1XN, *2XN, *4XN)"
0077U,"Immunoglobulin paraprotein (M-protein), qualitative, immunoprecipitation and mass spectrometry, blood or urine, including isotype",84166,"Protein; electrophoretic fractionation and quantitation, other fluids with concentration (eg, urine, CSF)"
0077U,"Immunoglobulin paraprotein (M-protein), qualitative, immunoprecipitation and mass spectrometry, blood or urine, including isotype",84165,"Protein; electrophoretic fractionation and quantitation, serum"
0077U,"Immunoglobulin paraprotein (M-protein), qualitative, immunoprecipitation and mass spectrometry, blood or urine, including isotype",82784,"Gammaglobulin (immunoglobulin); IgA, IgD, IgG, IgM, each"
0078U,"Pain management (opioid-use disorder) genotyping panel, 16 common variants (ie, ABCB1, COMT, DAT1, DBH, DOR, DRD1, DRD2, DRD4, GABA, GAL, HTR2A, HTTLPR, MTHFR, MUOR, OPRK1, OPRM1), buccal swab or other germline tissue sample, algorithm reported as positiv",81493,"Coronary artery disease, mRNA, gene expression profiling by real-time RT-PCR of 23 genes, utilizing whole peripheral blood, algorithm reported as a risk score"
0079U,"Comparative DNA analysis using multiple selected single-nucleotide polymorphisms (SNPs), urine and buccal DNA, for specimen identity verification",81265,"Comparative analysis using Short Tandem Repeat (STR) markers; patient and comparative specimen (eg, pre-transplant recipient and donor germline testing, post-transplant non-hematopoietic recipient germline [eg, buccal swab or other germline tissue sample] and donor testing, twin zygosity testing, or maternal cell contamination of fetal cells)"
0079U,"Comparative DNA analysis using multiple selected single-nucleotide polymorphisms (SNPs), urine and buccal DNA, for specimen identity verification",81229,Cytogenomic constitutional (genome-wide) microarray analysis; interrogation of genomic regions for copy number and single nucleotide polymorphism (SNP) variants for chromosomal abnormalities
0505T,"Endovenous femoral-popliteal arterial revascularization, with transcatheter placement of intravascular stent graft(s) and closure by any method, including percutaneous or open vascular access, ultrasound guidance for vascular access when performed, all catheterization(s) and intraprocedural roadmapping and imaging guidance necessary to complete the intervention, all associated radiological supervision and interpretation, when performed, with crossing of the occlusive lesion in an extraluminal fashion",37226,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed"
0506T,"Macular pigment optical density measurement by heterochromatic flicker photometry, unilateral or bilateral, with interpretation and report",92134,"Scanning computerized ophthalmic diagnostic imaging, posterior segment, with interpretation and report, unilateral or bilateral; retina"
0507T,"Near-infrared dual imaging (ie, simultaneous reflective and trans-illuminated light) of meibomian glands, unilateral or bilateral, with interpretation and report",0330T,"Tear film imaging, unilateral or bilateral, with interpretation and report"
0507T,"Near-infrared dual imaging (ie, simultaneous reflective and trans-illuminated light) of meibomian glands, unilateral or bilateral, with interpretation and report",76514,"Ophthalmic ultrasound, diagnostic; corneal pachymetry, unilateral or bilateral (determination of corneal thickness)"
0508T,"Pulse-echo ultrasound bone density measurement resulting in indicator of axial bone mineral density, tibia",76977,"Ultrasound bone density measurement and interpretation, peripheral site(s), any method"
0509T ,"Electroretinography (ERG) with interpretation and report, pattern (PERG)",92275,Electroretinography with interpretation and report
0509T ,"Electroretinography (ERG) with interpretation and report, pattern (PERG)",92227,"Remote imaging for detection of retinal disease (eg, retinopathy in a patient with diabetes) with analysis and report under physician supervision, unilateral or bilateral"
0510T ,Removal of sinus tarsi implant,0335T,Extra-osseous subtalar joint implant for talotarsal stabilization
0510T ,Removal of sinus tarsi implant,S2117,"ARTHROEREISIS, SUBTALAR"
0511T,Removal and reinsertion of sinus tarsi implant,S2117,"ARTHROEREISIS, SUBTALAR"
0511T,Removal and reinsertion of sinus tarsi implant,0335T,Extra-osseous subtalar joint implant for talotarsal stabilization
0512T,"Extracorporeal shock wave for integumentary wound healing, highenergy, including topical application and dressing care; initialwound",28890,"Extracorporeal shock wave, high energy, performed by a physician or other qualified health care professional, requiring anesthesia other than local, including ultrasound guidance, involving the plantar fascia"
0512T,"Extracorporeal shock wave for integumentary wound healing, highenergy, including topical application and dressing care; initialwound",0491T,"Ablative laser treatment, non-contact, full field and fractional ablation, open wound, per day, total treatment surface area; first 20 sq cm or less"
0513T,"Extracorporeal shock wave for integumentary wound healing, high energy, including topical application and dressing care; each additional wound",28890,"Extracorporeal shock wave, high energy, performed by a physician or other qualified health care professional, requiring anesthesia other than local, including ultrasound guidance, involving the plantar fascia"
0513T,"Extracorporeal shock wave for integumentary wound healing, high energy, including topical application and dressing care; each additional wound",0101T,"Extracorporeal shock wave involving musculoskeletal system, not otherwise specified, high energy"
0514T,Intraoperative visual axis identification using patient fixation,66986,Exchange of intraocular lens
0514T,Intraoperative visual axis identification using patient fixation,66825,"Repositioning of intraocular lens prosthesis, requiring an incision (separate procedure)"
0515T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; complete system (includes electrode and generator [transmitter and battery])",0389T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report, leadless pacemaker system"
0515T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; complete system (includes electrode and generator [transmitter and battery])",33207,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular
0515T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; complete system (includes electrode and generator [transmitter and battery])",76932,"Ultrasonic guidance for endomyocardial biopsy, imaging supervision and interpretation"
0515T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; complete system (includes electrode and generator [transmitter and battery])",0387T,"Transcatheter insertion or replacement of permanent leadless pacemaker, ventricular"
0515T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; complete system (includes electrode and generator [transmitter and battery])",0391T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording and disconnection per patient encounter, leadless pacemaker system"
0516T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; electrode only",33216,"Insertion of a single transvenous electrode, permanent pacemaker or implantable defibrillator"
0516T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; electrode only",0387T,"Transcatheter insertion or replacement of permanent leadless pacemaker, ventricular"
0516T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; electrode only",76932,"Ultrasonic guidance for endomyocardial biopsy, imaging supervision and interpretation"
0516T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; electrode only",0389T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report, leadless pacemaker system"
0516T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; electrode only",0391T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording and disconnection per patient encounter, leadless pacemaker system"
0517T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; pulse generator component(s) (battery and/or transmitter) only",0389T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report, leadless pacemaker system"
0517T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; pulse generator component(s) (battery and/or transmitter) only",0391T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording and disconnection per patient encounter, leadless pacemaker system"
0517T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; pulse generator component(s) (battery and/or transmitter) only",76932,"Ultrasonic guidance for endomyocardial biopsy, imaging supervision and interpretation"
0517T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; pulse generator component(s) (battery and/or transmitter) only",33212,Insertion of pacemaker pulse generator only; with existing single lead
0517T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; pulse generator component(s) (battery and/or transmitter) only",0387T,"Transcatheter insertion or replacement of permanent leadless pacemaker, ventricular"
0518T,Removal of only pulse generator component(s) (battery and/or transmitter) of wireless cardiac stimulator for left ventricular pacing,0388T,"Transcatheter removal of permanent leadless pacemaker, ventricular"
0518T,Removal of only pulse generator component(s) (battery and/or transmitter) of wireless cardiac stimulator for left ventricular pacing,33233,Removal of permanent pacemaker pulse generator only
0519T,Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter),0388T,"Transcatheter removal of permanent leadless pacemaker, ventricular"
0519T,Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter),0387T,"Transcatheter insertion or replacement of permanent leadless pacemaker, ventricular"
0519T,Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter),33227,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; single lead system
0520T,"Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter), including placement of a new electrode",0388T,"Transcatheter removal of permanent leadless pacemaker, ventricular"
0520T,"Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter), including placement of a new electrode",0387T,"Transcatheter insertion or replacement of permanent leadless pacemaker, ventricular"
0520T,"Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter), including placement of a new electrode",33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)"
