HCPCS,LongDesc,SimCode,Sim_LongDesc
0126U,"Fetal congenital abnormalities and perinatal complications, biochemical
assays of 5 analytes (free beta-hCG,
PAPP-A, AFP, placental growth factor, and inhibin-A), time-resolved fluorescence immunoassay, includes qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk scores for fetal trisomies 13/18, 21, and preeclampsia",,
0127U,"Obstetrics (preeclampsia), biochemical assays of 3 analytes (PAPP-A, AFP, and placental growth factor), time-resolved
fluorescence immunoassay, maternal
serum, predictive algorithm reported as a risk score for preeclampsia",,
0128U,"Obstetrics (preeclampsia), biochemical assays of 3 analytes (PAPP-A, AFP, and placental growth factor), time-resolved
fluorescence immunoassay, includes
qualitative assessment of Y chromosome in cell-free fetal DNA, maternal serum and plasma, predictive algorithm reported as a risk score for preeclampsia",,
0129U,"Hereditary breast cancer–related disorders
(eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial cancer), genomic sequence analysis and deletion/duplication analysis panel (ATM, BRCA1, BRCA2, CDH1, CHEK2, PALB2, PTEN, and TP53)",,
0130U,"Hereditary colon cancer disorders (eg, Lynch syndrome, PTEN hamartoma
syndrome, Cowden syndrome, familial
adenomatosis polyposis), targeted mRNA sequence analysis panel (APC, CDH1, CHEK2, MLH1, MSH2, MSH6, MUTYH, PMS2, PTEN, and TP53) (List separately in addition to code for primary procedure)",,
0131U,"Hereditary breast cancer–related disorders (eg, hereditary breast cancer, hereditary ovarian cancer, hereditary endometrial
cancer), targeted mRNA sequence
analysis panel (13 genes) (List separately in addition to code for primary procedure)",,
0132U,"Hereditary ovarian cancer–related disorders (eg, hereditary breast cancer,
hereditary ovarian cancer, hereditary endometrial cancer), targeted mRNA sequence analysis panel (17 genes) (List separately in addition to code for primary procedure)",,
0133U,"Hereditary prostate cancer–related disorders, targeted mRNA sequence analysis panel (11 genes) (List separately
in addition to code for primary procedure)",,
0134U,"Hereditary pan cancer (eg, hereditary breast and ovarian cancer, hereditary endometrial cancer, hereditary colorectal cancer), targeted mRNA sequence analysis panel (18 genes) (List separately in addition to code for primary procedure)",,
0135U,"Hereditary gynecological cancer (eg, hereditary breast and ovarian cancer,
hereditary endometrial cancer, hereditary colorectal cancer), targeted mRNA
sequence analysis panel (12 genes) (List
separately in addition to code for primary procedure)",,
0136U,"ATM (ataxia telangiectasia mutated) (eg, ataxia telangiectasia) mRNA sequence
analysis (List separately in addition to
code for primary procedure)",,
0137U,"PALB2 (partner and localizer of BRCA2)
(eg, breast and pancreatic cancer) mRNA sequence analysis (List separately in addition to code for primary procedure)",,
0138U,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer)
mRNA sequence analysis (List separately
in addition to code for primary procedure)",,
2023F,Dilated retinal eye exam with interpretation by an ophthalmologist or optometrist documented and reviewed; without evidence of retinopathy (DM),,
2025F,7 standard field stereoscopic retinal photos with interpretation by an ophthalmologist or optometrist documented and reviewed; without evidence of retinopathy (DM),,
2033F,Eye imaging validated to match diagnosis from 7 standard field stereoscopic retinal photos results documented and reviewed; without evidence of retinopathy (DM),,
3051F,Most recent hemoblobin A1c (HbA1c) level greater than or equal to 7.0% and less than 8.0% (DM),,
3052F,Most recent hemoblobin A1c (HbA1c) level greater than or equal to 8.0% and less than or equal to 9.0% (DM),,
