NewCode,NewCodeDesc,SameSimCode,CPTDesc,Accuracy,Rank
0055U,"Cardiology (heart transplant), cell-free DNA, PCR assay of 96 DNA target sequences (94 single nucleotide polymorphism targets and two control targets), plasma",580,Anesthesia for heart transplant or heart/lung transplant,22.49536924,3
0056U,"Hematology (acute myelogenous leukemia), DNA, whole genome next-generation sequencing to detect gene rearrangement(s), blood or bone marrow, report of specific gene rearrangement(s)",0014U,"Hematology (hematolymphoid neoplasia), gene rearrangement detection by whole genome next-generation sequencing, DNA, whole blood or bone marrow, report of specific gene rearrangement(s)",79.8701318,1
0057U,"Oncology (solid organ neoplasia), mRNA, gene expression profiling by massively parallel sequencing for analysis of 51 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a normalized percentile rank",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",61.95425384,1
0058U,"Oncology (Merkel cell carcinoma), detection of antibodies to the Merkel cell polyoma virus oncoprotein (small T antigen), serum, quantitative",G9069,"ONCOLOGY; DISEASE STATUS; SMALL CELL LUNG CANCER, LIMITED TO SMALL CELL AND COMBINED SMALL CELL/NON-SMALL CELL; EXTENSIVE STAGE AT DIAGNOSIS, METASTATIC, LOCALLY RECURRENT, OR PROGRESSIVE (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)",41.38451196,10
0059U,"Oncology (Merkel cell carcinoma), detection of antibodies to the Merkel cell polyoma virus capsid protein (VP1), serum, reported as positive or negative",G9069,"ONCOLOGY; DISEASE STATUS; SMALL CELL LUNG CANCER, LIMITED TO SMALL CELL AND COMBINED SMALL CELL/NON-SMALL CELL; EXTENSIVE STAGE AT DIAGNOSIS, METASTATIC, LOCALLY RECURRENT, OR PROGRESSIVE (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)",26.10548546,9
0060U,"Twin zygosity, genomic targeted sequence analysis of chromosome 2, using circulating cell-free fetal DNA in maternal blood",81422,"Fetal chromosomal microdeletion(s) genomic sequence analysis (eg, DiGeorge syndrome, Cri-du-chat syndrome), circulating cell-free fetal DNA in maternal blood",46.73980196,2
0061U,"Transcutaneous measurement of five biomarkers (tissue oxygenation [StO2], oxyhemoglobin [ctHbO2], deoxyhemoglobin [ctHbR], papillary and reticular dermal hemoglobin concentrations [ctHb1 and ctHb2]), using spatial frequency domain imaging (SFDI) and multi-spectral analysis",80322,Alcohol biomarkers; 3 or more,24.44541716,3
0062U,"Autoimmune (systemic lupus erythematosus), IgG and IgM analysis of 80 biomarkers, utilizing serum, algorithm reported with a risk score",81490,"Autoimmune (rheumatoid arthritis), analysis of 12 biomarkers using immunoassays, utilizing serum, prognostic algorithm reported as a disease activity score",54.64289011,10
0063U,"Neurology (autism), 32 amines by LCMS/MS, using plasma, algorithm reported as metabolic signature associated with autism spectrum disorder",S3870,"COMPARATIVE GENOMIC HYBRIDIZATION (CGH) MICROARRAY TESTING FOR DEVELOPMENTAL DELAY, AUTISM SPECTRUM DISORDER AND/OR INTELLECTUAL DISABILITY",31.21872061,10
0064U,"Antibody, Treponema pallidum, total and rapid plasma reagin (RPR), immunoassay, qualitative",86780,Antibody; Treponema pallidum,63.92455238,1
0065U,"Syphilis test, non-treponemal antibody, immunoassay, qualitative (RPR)",86592,"Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART)",78.78647694,1
0066U,"Placental alpha-micro globulin-1 (PAMG1), immunoassay with direct optical observation, cervico-vaginal fluid, each specimen",87899,Infectious agent antigen detection by immunoassay with direct optical observation; not otherwise specified,41.48579193,10
0067U,"Oncology (breast), immunohistochemistry, protein expression profiling of 4 biomarkers (matrix metalloproteinase-1 [MMP-1], carcinoembryonic antigen-related cell adhesion molecule 6 [CEACAM6], hyaluronoglucosaminidase [HYAL1], highly expressed in cancer pr",S3854,GENE EXPRESSION PROFILING PANEL FOR USE IN THE MANAGEMENT OF BREAST CANCER TREATMENT,31.16801979,7
0068U,"Candida species panel (C. albicans, C. glabrata, C. parapsilosis, C. kruseii, C tropicalis, and C. auris), amplified probe technique with qualitative report of the presence or absence of each species",87481,"Infectious agent detection by nucleic acid (DNA or RNA); Candida species, amplified probe technique",58.73390859,10
0069U,"Oncology (colorectal), microRNA, RT-PCR expression profiling of miR-31-3p, formalinfixed paraffin-embedded tissue, algorithm reported as an expression score",81519,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 21 genes, utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as recurrence score",61.79940568,10
0070U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, common and select rare variants (ie, *2, *3, *4, *4N, *5, *6, *7, *8, *9, *10, *11, *12, *13, *14A, *14B, *15, *17, *29, *35, *36, *41, *57, *61, *63, *68,",81226,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1XN, *2XN, *4XN)",67.36721843,1
0071U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, full gene sequence (List separately in addition to code for primary procedure)",81227,"CYP2C9 (cytochrome P450, family 2, subfamily C, polypeptide 9) (eg, drug metabolism), gene analysis, common variants (eg, *2, *3, *5, *6)",70.02923907,6
0072U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, CYP2D6-2D7 hybrid gene) (List separately in addition to code for primary procedure)",0028U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, copy number variants, common variants with reflex to targeted sequence analysis",70.99610514,10
0073U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, CYP2D7-2D6 hybrid gene) (List separately in addition to code for primary procedure)",0028U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, copy number variants, common variants with reflex to targeted sequence analysis",71.56175305,6
0074U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, non-duplicated gene when duplication/multiplication is trans) (List separately in addition to code for primary procedure)",0028U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, copy number variants, common variants with reflex to targeted sequence analysis",65.89380453,10
0075U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 5 gene duplication/multiplication) (List separately in addition to code for primary procedure)",0028U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, copy number variants, common variants with reflex to targeted sequence analysis",72.17347983,6
0076U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 3 gene duplication/ multiplication) (List separately in addition to code for primary procedure)",0028U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, copy number variants, common variants with reflex to targeted sequence analysis",72.17347983,10
0077U,"Immunoglobulin paraprotein (M-protein), qualitative, immunoprecipitation and mass spectrometry, blood or urine, including isotype",83788,"Mass spectrometry and tandem mass spectrometry (MS, MS/MS), analyte not elsewhere specified; qualitative, each specimen",42.55321038,10
0078U,"Pain management (opioid-use disorder) genotyping panel, 16 common variants (ie, ABCB1, COMT, DAT1, DBH, DOR, DRD1, DRD2, DRD4, GABA, GAL, HTR2A, HTTLPR, MTHFR, MUOR, OPRK1, OPRM1), buccal swab or other germline tissue sample, algorithm reported as positiv",81265,"Comparative analysis using Short Tandem Repeat (STR) markers; patient and comparative specimen (eg, pre-transplant recipient and donor germline testing, post-transplant non-hematopoietic recipient germline [eg, buccal swab or other germline tissue sample] and donor testing, twin zygosity testing, or maternal cell contamination of fetal cells)",24.48407692,10
0079U,"Comparative DNA analysis using multiple selected single-nucleotide polymorphisms (SNPs), urine and buccal DNA, for specimen identity verification",0004M,"Scoliosis, DNA analysis of 53 single nucleotide polymorphisms (SNPs), using saliva, prognostic algorithm reported as a risk score",47.61688124,9
0505T,"Endovenous femoral-popliteal arterial revascularization, with transcatheter placement of intravascular stent graft(s) and closure by any method, including percutaneous or open vascular access, ultrasound guidance for vascular access when performed, all catheterization(s) and intraprocedural roadmapping and imaging guidance necessary to complete the intervention, all associated radiological supervision and interpretation, when performed, with crossing of the occlusive lesion in an extraluminal fashion",37191,"Insertion of intravascular vena cava filter, endovascular approach including vascular access, vessel selection, and radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance (ultrasound and fluoroscopy), when performed",49.2115529,10
0506T,"Macular pigment optical density measurement by heterochromatic flicker photometry, unilateral or bilateral, with interpretation and report",0341T,"Quantitative pupillometry with interpretation and report, unilateral or bilateral",39.12035844,10
0507T,"Near-infrared dual imaging (ie, simultaneous reflective and trans-illuminated light) of meibomian glands, unilateral or bilateral, with interpretation and report",0207T,"Evacuation of meibomian glands, automated, using heat and intermittent pressure, unilateral",34.11438862,2
0508T,"Pulse-echo ultrasound bone density measurement resulting in indicator of axial bone mineral density, tibia",G0133,"ECHO EXAM,BONE DENSITY STUDY",54.16275488,2
0509T ,"Electroretinography (ERG) with interpretation and report, pattern (PERG)",92275,Electroretinography with interpretation and report,67.28800679,1
0510T ,Removal of sinus tarsi implant,D6100,"IMPLANT REMOVAL, BY REPORT",61.80044806,10
0511T,Removal and reinsertion of sinus tarsi implant,11983,"Removal with reinsertion, non-biodegradable drug delivery implant",58.01065138,10
0512T,"Extracorporeal shock wave for integumentary wound healing, highenergy, including topical application and dressing care; initialwound",0299T,"Extracorporeal shock wave for integumentary wound healing, high energy, including topical application and dressing care; initial wound",89.45750145,10
0513T,"Extracorporeal shock wave for integumentary wound healing, high energy, including topical application and dressing care; each additional wound",0299T,"Extracorporeal shock wave for integumentary wound healing, high energy, including topical application and dressing care; initial wound",96.33223207,6
0514T,Intraoperative visual axis identification using patient fixation,G8317,PATIENT DOCUMENTED TO HAVE VISUAL FUNCTIONAL STATUS ASSESSED,28.23500528,10
0515T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; complete system (includes electrode and generator [transmitter and battery])",0302T,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation when performed and intra-operative interrogation and programming when performed; complete system (includes device and electrode),48.02184617,10
0516T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; electrode only",0302T,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation when performed and intra-operative interrogation and programming when performed; complete system (includes device and electrode),48.13748919,10
0517T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; pulse generator component(s) (battery and/or transmitter) only",33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)",42.26000026,10
0518T,Removal of only pulse generator component(s) (battery and/or transmitter) of wireless cardiac stimulator for left ventricular pacing,33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)",44.33709017,10
0519T,Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter),33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)",46.37350533,10
0520T,"Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter), including placement of a new electrode",33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)",48.05053858,10
0521T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording, and disconnection per patient encounter, wireless cardiac stimulator for left ventricular pacing",0418T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording and disconnection per patient encounter, implantable cardiac contractility modulation system",70.27448884,7
0522T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, including review and report, wireless cardiac stimulator for left ventricular pacing",0417T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, including review and report, implantable cardiac contractility modulation system",81.98379776,2
0523T,"Intraprocedural coronary fractional flow reserve (FFR) with 3D functional mapping of color-coded FFR values for the coronary tree, derived from coronary angiogram data, for real-time review and interpretation of possible atherosclerotic stenosis(es) intervention",0504T,"Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; anatomical data review in comparison with estimated FFR model to reconcile discordant data, interpretation and report",46.0377742,5
0524T,"Endovenous catheter directed chemical ablation with balloon isolation of incompetent extremity vein, open or percutaneous, including all vascular access, catheter manipulation, diagnostic imaging, imaging guidance and monitoring",36478,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imaging guidance and monitoring, percutaneous, laser; first vein treated",54.62290071,4
0525T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; complete system (electrode and implantable monitor)",0302T,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation when performed and intra-operative interrogation and programming when performed; complete system (includes device and electrode),58.40278659,10
0526T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; electrode only",0303T,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation when performed and intra-operative interrogation and programming when performed; electrode only,67.48637326,10
0527T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; implantable monitor only",0304T,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation when performed and intra-operative interrogation and programming when performed; device only,54.88679563,10
0528T,"Programming device evaluation (in person) of intracardiac ischemia monitoring system with iterative adjustment of programmed values, with analysis, review, and report",0305T,"Programming device evaluation (in person) of intracardiac ischemia monitoring system with iterative adjustment of programmed values, with analysis, review, and report",100,10
0529T,"Interrogation device evaluation (in person) of intracardiac ischemia monitoring system with analysis, review, and report",0306T,"Interrogation device evaluation (in person) of intracardiac ischemia monitoring system with analysis, review, and report",100,10
0530T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; complete system (electrode and implantable monitor)",0307T,Removal of intracardiac ischemia monitoring device,63.57686344,10
0531T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; electrode only",0307T,Removal of intracardiac ischemia monitoring device,73.75656496,10
0532T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; implantable monitor only",0307T,Removal of intracardiac ischemia monitoring device,69.32846642,10
0533T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; includes set-up, patient training, configuration of monitor, data upload, analysis and initial report configuration, download review, interpretation and report",0295T,"External electrocardiographic recording for more than 48 hours up to 21 days by continuous rhythm recording and storage; includes recording, scanning analysis with report, review and interpretation",33.21223649,10
0534T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; set-up, patient training, configuration of monitor",G9287,ANTIBIOTIC REGIMEN NOT PRESCRIBED WITHIN 10 DAYS AFTER ONSET OF SYMPTOMS,29.28690638,3
0535T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; data upload, analysis and initial report configuration",0297T,External electrocardiographic recording for more than 48 hours up to 21 days by continuous rhythm recording and storage; scanning analysis with report,33.08609881,1
0536T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; download review, interpretation and report",0295T,"External electrocardiographic recording for more than 48 hours up to 21 days by continuous rhythm recording and storage; includes recording, scanning analysis with report, review and interpretation",37.64864684,2
0537T,"Chimeric antigen receptor T-cell (CAR-T) therapy; harvesting of blood-derived T lymphocytes for development of genetically modified autologous CAR-T cells, per day",38206,"Blood-derived hematopoietic progenitor cell harvesting for transplantation, per collection; autologous",36.99022901,1
0538T,"Chimeric antigen receptor T-cell (CAR-T) therapy; preparation of blood-derived T lymphocytes for transportation (eg, cryopreservation, storage)",88240,"Cryopreservation, freezing and storage of cells, each cell line",36.60632777,10
0539T,Chimeric antigen receptor T-cell (CAR-T) therapy; receipt and preparation of CAR-T cells foradministration,Q2040,"TISAGENLECLEUCEL, UP TO 250 MILLION CAR-POSITIVE VIABLE T CELLS, INCLUDING LEUKAPHERESIS AND DOSE PREPARATION PROCEDURES, PER INFUSION",37.08230387,2
0540T,"Chimeric antigen receptor T-cell (CAR-T) therapy; CAR-T cell administration, autologous",Q2041,"Axicabtagene Ciloleucel, up to 200 Million Autologous Anti-CD19 CAR T Cells, Including Leukapheresis And Dose Preparation Procedures, Per Infusion",29.74109047,6
0541T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study;",0477T,"Recording of fetal magnetic cardiac signal using at least 3 channels; signal extraction, technical analysis, and result",27.85858473,8
0542T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study; interpretation and report",0478T,"Recording of fetal magnetic cardiac signal using at least 3 channels; review, interpretation, report by physician or other qualified health care professional",29.430658,10
10004,"Fine needle aspiration biopsy, without imaging guidance; each additional lesion (List separately in addition to code for primary procedure)",10022,Fine needle aspiration; with imaging guidance,71.49009216,2
10005,"Fine needle aspiration biopsy, including ultrasound guidance; first lesion",10021,Fine needle aspiration; without imaging guidance,74.13591763,2
10006,"Fine needle aspiration biopsy, including ultrasound guidance; each additional lesion (List separately in addition to code for primary procedure)",10021,Fine needle aspiration; without imaging guidance,60.9961228,2
10007,"Fine needle aspiration biopsy, including fluoroscopic guidance; first lesion",10021,Fine needle aspiration; without imaging guidance,72.90520357,2
10008,"Fine needle aspiration biopsy, including fluoroscopic guidance; each additional lesion (List separately in addition to code for primary procedure)",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)",69.68942286,1
10009,"Fine needle aspiration biopsy, including CT guidance; first lesion",10021,Fine needle aspiration; without imaging guidance,73.24398626,2
10010,"Fine needle aspiration biopsy, including CT guidance; each additional lesion (List separately in addition to code for primary procedure)",10021,Fine needle aspiration; without imaging guidance,60.49645315,10
10011,"Fine needle aspiration biopsy, including MR guidance; first lesion",10022,Fine needle aspiration; with imaging guidance,68.21394414,1
10012,"Fine needle aspiration biopsy, including MR guidance; each additional lesion (List separately in addition to code for primary procedure)",10021,Fine needle aspiration; without imaging guidance,57.56816703,10
11102,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette); single lesion",40500,"Vermilionectomy (lip shave), with mucosal advancement",31.4519254,2
11103,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette); each separate/additional lesion (List separately in addition to code for primary procedure)",56606,Biopsy of vulva or perineum (separate procedure); each separate additional lesion (List separately in addition to code for primary procedure),55.58764116,2
11104,"Punch biopsy of skin (including simple closure, when performed); single lesion",11100,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; single lesion",51.29784469,1
11105,"Punch biopsy of skin (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)",11101,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; each separate/additional lesion (List separately in addition to code for primary procedure)",64.11464513,1
11106,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); single lesion",11100,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; single lesion",49.31340639,1
11107,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)",11101,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; each separate/additional lesion (List separately in addition to code for primary procedure)",62.39054249,1
20932,"Allograft, includes templating, cutting, placement and internal fixation, when performed; osteoarticular, including articular surface and contiguous bone (List separately in addition to code for primary procedure)",61316,Incision and subcutaneous placement of cranial bone graft (List separately in addition to code for primary procedure),39.09218236,10
20933,"Allograft, includes templating, cutting, placement and internal fixation, when performed; hemicortical intercalary, partial (ie, hemicylindrical) (List separately in addition to code for primary procedure)",20931,"Allograft, structural, for spine surgery only (List separately in addition to code for primary procedure)",44.21636313,1
20934,"Allograft, includes templating, cutting, placement and internal fixation, when performed; intercalary, complete (ie, cylindrical) (List separately in addition to code for primary procedure)",20931,"Allograft, structural, for spine surgery only (List separately in addition to code for primary procedure)",44.22512255,1
27369,Injection procedure for contrast knee arthrography or contrast enhanced CT/MRI knee arthrography,27370,Injection of contrast for knee arthrography,84.56533278,1
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed",0387T,"Transcatheter insertion or replacement of permanent leadless pacemaker, ventricular",58.50536817,1
33275,"Transcatheter removal of permanent leadless pacemaker, right ventricular",0388T,"Transcatheter removal of permanent leadless pacemaker, ventricular",91.64952099,1
33285,"Insertion, subcutaneous cardiac rhythm monitor, including programming",0319T,Insertion or replacement of subcutaneous implantable defibrillator system with subcutaneous electrode,33.55950368,10
33286,"Removal, subcutaneous cardiac rhythm monitor",E0608,APNEA MONITOR,34.19494472,10
33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological supervision and interpretation, and pulmonary artery angiography, when performed",C9741,"RIGHT HEART CATHETERIZATION WITH IMPLANTATION OF WIRELESS PRESSURE SENSOR IN THE PULMONARY ARTERY, INCLUDING ANY TYPE OF MEASUREMENT, ANGIOGRAPHY, IMAGING SUPERVISION, INTERPRETATION, AND REPORT",70.07047028,10
33440,"Replacement, aortic valve; by translocation of autologous pulmonary valve and transventricular aortic annulus enlargement of the left ventricular outflow tract with valved conduit replacement of pulmonary valve (Ross-Konno procedure)",33413,"Replacement, aortic valve; by translocation of autologous pulmonary valve with allograft replacement of pulmonary valve (Ross procedure)",73.02128729,1
33866,"Aortic hemiarch graft including isolation and control of the arch vessels, beveled open distal aortic anastomosis extending under one or more of the arch vessels, and total circulatory arrest or isolated cerebral perfusion (List separately in addition to code for primary procedure)",35400,Angioscopy (noncoronary vessels or grafts) during therapeutic intervention (List separately in addition to code for primary procedure),27.33494388,10
36572,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; younger than 5 years of age",36568,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump; younger than 5 years of age",78.96932068,1
36573,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; age 5 years or older",36569,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump; age 5 years or older",78.97961743,10
38531,"Biopsy or excision of lymph node(s); open, inguinofemoral node(s)",38510,"Biopsy or excision of lymph node(s); open, deep cervical node(s)",80.99669901,4
43762,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; not requiring revision of gastrostomy tract",43760,"Change of gastrostomy tube, percutaneous, without imaging or endoscopic guidance",69.73886302,1
